flight_id,date,pilot_id,aircraft_id,mission_type,duration_hours,fuel_used_lbs,status,notes
FL0966,2025-01-05,P007,A006,Transport,3.0,6209,Completed,Coastal transport operation
FL0967,2025-01-05,P007,A020,Combat,4.6,8361,Cancelled,Coastal combat operation
FL0968,2025-01-05,P004,A009,Reconnaissance,3.6,6651,Completed,Routine reconnaissance mission
FL0969,2025-01-05,P005,A019,Reconnaissance,4.3,7778,Completed,Joint force reconnaissance exercise
FL0970,2025-01-05,P005,A008,Training,1.9,3975,Completed,Successful training operation
FL0971,2025-01-06,P004,A008,Reconnaissance,3.7,7043,Completed,Successful reconnaissance operation
FL0972,2025-01-06,P005,A001,Transport,3.2,6338,Completed,Emergency transport training
FL0973,2025-01-06,P009,A009,Transport,3.3,6667,Completed,Joint force transport exercise
FL0974,2025-01-06,P013,A003,Reconnaissance,3.9,8127,Completed,Standard reconnaissance procedures
FL0975,2025-01-06,P020,A011,Training,2.7,4920,Completed,Standard training procedures
FL0976,2025-01-06,P008,A001,Training,1.8,3778,Completed,Standard training procedures
FL0977,2025-01-06,P019,A017,Patrol,3.7,7426,Completed,patrol systems check completed
FL0978,2025-01-06,P005,A015,Combat,3.6,6850,Cancelled,Routine combat mission
FL0979,2025-01-06,P017,A005,Combat,4.5,9070,Completed,Coastal combat operation
FL0980,2025-01-06,P003,A020,Reconnaissance,3.3,6302,Cancelled,Night reconnaissance mission
FL0981,2025-01-07,P002,A011,Reconnaissance,3.1,5876,Completed,Standard reconnaissance procedures
FL0982,2025-01-07,P007,A006,Transport,2.2,3961,Cancelled,Routine transport mission
FL0983,2025-01-07,P019,A013,Reconnaissance,3.5,6542,Cancelled,Weather-related reconnaissance mission
FL0984,2025-01-07,P001,A007,Patrol,3.9,7780,Completed,Successful patrol operation
FL0985,2025-01-07,P016,A004,Patrol,2.7,5605,Completed,Successful patrol operation
FL0986,2025-01-07,P014,A018,Patrol,3.0,5800,Completed,Emergency patrol training
FL0987,2025-01-07,P006,A013,Combat,4.4,8511,Completed,Emergency combat training
FL0988,2025-01-07,P015,A015,Combat,4.1,7541,Completed,Weather-related combat mission
FL0989,2025-01-07,P001,A007,Combat,4.6,8777,Completed,Night combat mission
FL0990,2025-01-07,P007,A004,Reconnaissance,3.7,7305,Completed,Successful reconnaissance operation
FL0991,2025-01-08,P014,A011,Combat,4.7,9325,Completed,Emergency combat training
FL0992,2025-01-08,P020,A013,Patrol,3.5,6626,Completed,Emergency patrol training
FL0993,2025-01-08,P001,A002,Patrol,3.9,8138,Completed,Standard patrol procedures
FL0994,2025-01-08,P015,A016,Patrol,2.6,5027,Completed,Emergency patrol training
FL0995,2025-01-08,P014,A011,Transport,2.6,5150,Completed,Joint force transport exercise
FL0996,2025-01-08,P016,A019,Reconnaissance,2.8,5668,Completed,Standard reconnaissance procedures
FL0997,2025-01-08,P020,A016,Combat,3.6,7075,Completed,Coastal combat operation
FL0998,2025-01-08,P013,A018,Patrol,2.7,5427,Completed,patrol systems check completed
FL0999,2025-01-08,P017,A018,Patrol,3.5,6543,Completed,Weather-related patrol mission
FL1000,2025-01-08,P008,A017,Combat,4.6,9095,Completed,Joint force combat exercise
FL1001,2025-01-09,P015,A020,Transport,2.1,4084,Completed,Advanced transport training
FL1002,2025-01-09,P011,A019,Training,1.5,3110,Completed,Advanced training training
FL1003,2025-01-09,P003,A005,Combat,4.6,9048,Completed,Night combat mission
FL1004,2025-01-09,P020,A003,Combat,5.0,10254,Completed,Advanced combat training
FL1005,2025-01-09,P005,A008,Transport,3.4,6476,Completed,Successful transport operation
FL1006,2025-01-09,P016,A015,Combat,3.7,6827,Completed,Successful combat operation
FL1007,2025-01-09,P018,A019,Reconnaissance,3.4,7121,Completed,Coastal reconnaissance operation
FL1008,2025-01-09,P018,A014,Transport,3.1,6160,Completed,Joint force transport exercise
FL1009,2025-01-09,P002,A015,Transport,3.3,6273,Completed,Coastal transport operation
FL1010,2025-01-09,P015,A016,Training,2.2,4066,Completed,Advanced training training
FL1011,2025-01-10,P005,A011,Reconnaissance,3.3,6783,Completed,Standard reconnaissance procedures
FL1012,2025-01-10,P008,A011,Combat,4.9,9745,Completed,Night combat mission
FL1013,2025-01-10,P019,A002,Training,1.6,3037,Completed,training systems check completed
FL1014,2025-01-10,P008,A011,Transport,2.4,5027,Cancelled,Advanced transport training
FL1015,2025-01-10,P020,A014,Transport,3.0,5435,Completed,Standard transport procedures
FL1016,2025-01-10,P004,A005,Combat,3.8,7560,Completed,Coastal combat operation
FL1017,2025-01-10,P007,A009,Patrol,3.0,5888,Cancelled,patrol systems check completed
FL1018,2025-01-10,P012,A006,Training,2.7,5423,Completed,Routine training mission
FL1019,2025-01-10,P002,A005,Patrol,2.6,4913,Cancelled,Successful patrol operation
FL1020,2025-01-10,P016,A016,Training,2.5,5096,Cancelled,Successful training operation
FL1021,2025-01-11,P011,A013,Reconnaissance,3.8,7558,Completed,Joint force reconnaissance exercise
FL1022,2025-01-11,P003,A007,Patrol,3.7,7526,Completed,Successful patrol operation
FL1023,2025-01-11,P014,A007,Transport,2.1,4158,Completed,Standard transport procedures
FL1024,2025-01-11,P013,A018,Transport,2.8,5510,Completed,Night transport mission
FL1025,2025-01-11,P003,A017,Transport,3.3,6925,Completed,Coastal transport operation
FL1026,2025-01-11,P004,A014,Combat,4.6,9605,Completed,Weather-related combat mission
FL1027,2025-01-11,P006,A002,Training,2.2,4109,Completed,Routine training mission
FL1028,2025-01-11,P007,A007,Transport,2.2,4098,Completed,Coastal transport operation
FL1029,2025-01-11,P014,A012,Training,1.9,3873,Cancelled,Emergency training training
FL1030,2025-01-11,P012,A004,Training,1.7,3185,Cancelled,Successful training operation
FL1031,2025-01-12,P016,A015,Training,1.9,3784,Completed,Routine training mission
FL1032,2025-01-12,P019,A003,Training,2.7,5391,Cancelled,Standard training procedures
FL1033,2025-01-12,P005,A012,Combat,5.0,10400,Completed,Weather-related combat mission
FL1034,2025-01-12,P014,A004,Transport,3.5,7207,Completed,Weather-related transport mission
FL1035,2025-01-12,P006,A011,Transport,2.7,5125,Completed,Coastal transport operation
FL1036,2025-01-12,P007,A009,Training,2.7,5437,Completed,Coastal training operation
FL1037,2025-01-12,P005,A019,Patrol,3.4,6682,Completed,Standard patrol procedures
FL1038,2025-01-12,P015,A014,Combat,3.5,6325,Completed,Emergency combat training
FL1039,2025-01-12,P017,A018,Combat,3.8,7462,Completed,Advanced combat training
FL1040,2025-01-12,P002,A007,Reconnaissance,3.0,5413,Completed,reconnaissance systems check completed
FL1041,2025-01-13,P014,A009,Patrol,2.8,5359,Completed,Weather-related patrol mission
FL1042,2025-01-13,P013,A007,Training,1.8,3753,Completed,Emergency training training
FL1043,2025-01-13,P015,A019,Combat,4.9,9158,Completed,Joint force combat exercise
FL1044,2025-01-13,P001,A005,Reconnaissance,3.6,6491,Completed,Routine reconnaissance mission
FL1045,2025-01-13,P010,A006,Transport,3.3,6634,Completed,Weather-related transport mission
FL1046,2025-01-13,P019,A015,Transport,2.9,5476,Completed,Successful transport operation
FL1047,2025-01-13,P011,A008,Combat,4.6,8756,Completed,Successful combat operation
FL1048,2025-01-13,P012,A006,Training,2.1,4403,Completed,training systems check completed
FL1049,2025-01-13,P008,A006,Combat,3.6,7223,Completed,Weather-related combat mission
FL1050,2025-01-13,P012,A015,Combat,4.9,9523,Completed,Joint force combat exercise
FL1051,2025-01-14,P014,A019,Reconnaissance,3.7,6997,Completed,Routine reconnaissance mission
FL1052,2025-01-14,P004,A004,Reconnaissance,3.4,6689,Completed,Routine reconnaissance mission
FL1053,2025-01-14,P015,A001,Combat,4.6,9629,Completed,Standard combat procedures
FL1054,2025-01-14,P018,A005,Reconnaissance,3.5,6444,Completed,Weather-related reconnaissance mission
FL1055,2025-01-14,P010,A012,Combat,4.3,8817,Completed,Standard combat procedures
FL1056,2025-01-14,P003,A013,Reconnaissance,4.0,7395,Completed,Emergency reconnaissance training
FL1057,2025-01-14,P008,A009,Reconnaissance,3.8,7308,Completed,Standard reconnaissance procedures
FL1058,2025-01-14,P008,A018,Combat,4.9,8963,Completed,Weather-related combat mission
FL1059,2025-01-14,P020,A002,Patrol,3.3,6366,Completed,Advanced patrol training
FL1060,2025-01-14,P018,A004,Transport,3.4,7091,Completed,transport systems check completed
FL1061,2025-01-15,P018,A016,Combat,4.6,8432,Cancelled,Routine combat mission
FL1062,2025-01-15,P018,A002,Patrol,3.9,7661,Completed,Joint force patrol exercise
FL1063,2025-01-15,P014,A015,Combat,4.5,8788,Completed,Advanced combat training
FL1064,2025-01-15,P013,A007,Combat,4.6,9624,Completed,Coastal combat operation
FL1065,2025-01-15,P019,A011,Reconnaissance,3.8,7883,Completed,reconnaissance systems check completed
FL1066,2025-01-15,P015,A018,Reconnaissance,3.6,7422,Cancelled,Successful reconnaissance operation
FL1067,2025-01-15,P020,A008,Training,2.6,5029,Completed,Coastal training operation
FL1068,2025-01-15,P016,A011,Training,2.1,4133,Cancelled,Successful training operation
FL1069,2025-01-15,P014,A002,Patrol,4.0,8104,Completed,Coastal patrol operation
FL1070,2025-01-15,P004,A013,Reconnaissance,3.8,7316,Cancelled,Weather-related reconnaissance mission
FL1071,2025-01-16,P001,A020,Transport,3.3,6346,Completed,Successful transport operation
FL1072,2025-01-16,P004,A016,Combat,4.0,7712,Completed,Standard combat procedures
FL1073,2025-01-16,P017,A002,Patrol,3.7,6812,Completed,Joint force patrol exercise
FL1074,2025-01-16,P010,A017,Combat,4.6,8429,Cancelled,Standard combat procedures
FL1075,2025-01-16,P003,A017,Training,2.1,3938,Completed,Emergency training training
FL1076,2025-01-16,P001,A018,Combat,4.8,9607,Completed,Successful combat operation
FL1077,2025-01-16,P009,A013,Patrol,3.0,6026,Completed,Coastal patrol operation
FL1078,2025-01-16,P009,A019,Training,2.6,5069,Completed,Routine training mission
FL1079,2025-01-16,P006,A018,Combat,4.0,7212,Cancelled,Advanced combat training
FL1080,2025-01-16,P011,A020,Patrol,4.0,8325,Completed,Advanced patrol training
FL1081,2025-01-17,P010,A014,Patrol,2.6,4925,Completed,patrol systems check completed
FL1082,2025-01-17,P014,A017,Transport,2.4,4498,Completed,Coastal transport operation
FL1083,2025-01-17,P013,A005,Reconnaissance,4.0,8011,Completed,Coastal reconnaissance operation
FL1084,2025-01-17,P009,A017,Reconnaissance,4.1,8573,Completed,Advanced reconnaissance training
FL1085,2025-01-17,P007,A008,Patrol,3.4,6730,Completed,Emergency patrol training
FL1086,2025-01-17,P020,A004,Combat,4.5,9256,Completed,combat systems check completed
FL1087,2025-01-17,P008,A017,Combat,4.0,7714,Completed,Emergency combat training
FL1088,2025-01-17,P004,A009,Training,2.3,4575,Completed,Joint force training exercise
FL1089,2025-01-17,P003,A003,Training,2.5,5015,Completed,Night training mission
FL1090,2025-01-17,P015,A018,Reconnaissance,4.0,7877,Completed,Advanced reconnaissance training
FL1091,2025-01-18,P019,A017,Combat,4.5,8157,Completed,Night combat mission
FL1092,2025-01-18,P020,A006,Transport,2.8,5122,Completed,Routine transport mission
FL1093,2025-01-18,P013,A018,Reconnaissance,3.3,6709,Completed,Advanced reconnaissance training
FL1094,2025-01-18,P014,A016,Patrol,4.0,7298,Completed,Coastal patrol operation
FL1095,2025-01-18,P003,A018,Training,2.6,5314,Completed,Emergency training training
FL1096,2025-01-18,P002,A011,Reconnaissance,3.6,6658,Completed,Successful reconnaissance operation
FL1097,2025-01-18,P014,A011,Combat,4.6,8574,Completed,Emergency combat training
FL1098,2025-01-18,P011,A002,Transport,2.1,4390,Completed,Emergency transport training
FL1099,2025-01-18,P007,A015,Combat,4.9,9549,Completed,combat systems check completed
FL1100,2025-01-18,P016,A008,Patrol,3.0,5824,Completed,Weather-related patrol mission
FL1101,2025-01-19,P006,A017,Transport,3.4,6950,Completed,Emergency transport training
FL1102,2025-01-19,P010,A012,Training,1.6,3208,Completed,Advanced training training
FL1103,2025-01-19,P011,A015,Combat,4.8,9395,Completed,Coastal combat operation
FL1104,2025-01-19,P004,A011,Training,2.6,5270,Completed,Night training mission
FL1105,2025-01-19,P002,A013,Reconnaissance,3.9,7969,Completed,reconnaissance systems check completed
FL1106,2025-01-19,P016,A010,Training,1.7,3450,Cancelled,Weather-related training mission
FL1107,2025-01-19,P015,A001,Training,1.9,3807,Cancelled,Standard training procedures
FL1108,2025-01-19,P007,A016,Combat,3.9,7465,Completed,Night combat mission
FL1109,2025-01-19,P015,A009,Reconnaissance,3.8,7830,Completed,Standard reconnaissance procedures
FL1110,2025-01-19,P007,A007,Reconnaissance,3.8,7492,Cancelled,Joint force reconnaissance exercise
FL1111,2025-01-20,P006,A002,Training,1.9,3427,Cancelled,Emergency training training
FL1112,2025-01-20,P002,A018,Training,2.5,5125,Completed,Night training mission
FL1113,2025-01-20,P013,A013,Training,2.7,5249,Completed,Successful training operation
FL1114,2025-01-20,P004,A010,Reconnaissance,4.1,7428,Completed,Emergency reconnaissance training
FL1115,2025-01-20,P014,A009,Patrol,2.9,5829,Completed,Successful patrol operation
FL1116,2025-01-20,P003,A006,Transport,2.7,5605,Completed,Successful transport operation
FL1117,2025-01-20,P009,A003,Combat,4.0,7800,Completed,Coastal combat operation
FL1118,2025-01-20,P016,A008,Patrol,3.7,7676,Completed,patrol systems check completed
FL1119,2025-01-20,P003,A012,Training,2.7,5500,Cancelled,training systems check completed
FL1120,2025-01-20,P014,A006,Transport,2.5,4701,Completed,Advanced transport training
FL1121,2025-01-21,P010,A007,Transport,3.2,5889,Completed,Night transport mission
FL1122,2025-01-21,P010,A012,Transport,3.2,6343,Completed,Advanced transport training
FL1123,2025-01-21,P007,A019,Transport,2.1,3910,Completed,Standard transport procedures
FL1124,2025-01-21,P001,A016,Patrol,3.2,6343,Completed,Coastal patrol operation
FL1125,2025-01-21,P008,A002,Reconnaissance,3.7,7458,Completed,Weather-related reconnaissance mission
FL1126,2025-01-21,P010,A018,Training,2.5,4679,Cancelled,Advanced training training
FL1127,2025-01-21,P010,A010,Patrol,3.6,7248,Completed,Night patrol mission
FL1128,2025-01-21,P019,A020,Reconnaissance,3.5,6545,Completed,Successful reconnaissance operation
FL1129,2025-01-21,P018,A015,Combat,4.8,9991,Completed,Night combat mission
FL1130,2025-01-21,P002,A020,Training,2.3,4680,Completed,Weather-related training mission
FL1131,2025-01-22,P005,A012,Training,1.7,3143,Completed,Standard training procedures
FL1132,2025-01-22,P007,A020,Training,2.3,4152,Completed,Advanced training training
FL1133,2025-01-22,P008,A016,Reconnaissance,3.1,5789,Completed,Routine reconnaissance mission
FL1134,2025-01-22,P008,A002,Training,1.6,2902,Completed,Standard training procedures
FL1135,2025-01-22,P020,A006,Patrol,3.2,6570,Cancelled,Coastal patrol operation
FL1136,2025-01-22,P014,A005,Combat,3.7,6671,Completed,Routine combat mission
FL1137,2025-01-22,P011,A007,Transport,3.4,7053,Completed,Joint force transport exercise
FL1138,2025-01-22,P007,A001,Transport,2.3,4829,Completed,Coastal transport operation
FL1139,2025-01-22,P016,A016,Combat,4.1,7533,Completed,Weather-related combat mission
FL1140,2025-01-22,P006,A015,Combat,4.3,8196,Completed,Routine combat mission
FL1141,2025-01-23,P016,A018,Combat,3.9,7693,Completed,Joint force combat exercise
FL1142,2025-01-23,P019,A019,Transport,3.3,6213,Completed,Joint force transport exercise
FL1143,2025-01-23,P014,A003,Training,2.4,4817,Completed,Joint force training exercise
FL1144,2025-01-23,P018,A005,Transport,3.1,5793,Completed,Emergency transport training
FL1145,2025-01-23,P009,A018,Patrol,3.7,7302,Completed,Weather-related patrol mission
FL1146,2025-01-23,P012,A007,Reconnaissance,3.4,6659,Cancelled,Joint force reconnaissance exercise
FL1147,2025-01-23,P003,A012,Reconnaissance,3.1,5623,Completed,Night reconnaissance mission
FL1148,2025-01-23,P013,A017,Reconnaissance,3.4,6148,Completed,Advanced reconnaissance training
FL1149,2025-01-23,P020,A001,Combat,4.7,9014,Completed,Joint force combat exercise
FL1150,2025-01-23,P008,A014,Training,1.8,3321,Completed,Advanced training training
FL1151,2025-01-24,P002,A016,Reconnaissance,3.7,6912,Completed,Night reconnaissance mission
FL1152,2025-01-24,P002,A012,Transport,3.1,6257,Completed,Weather-related transport mission
FL1153,2025-01-24,P016,A008,Training,2.3,4198,Completed,Successful training operation
FL1154,2025-01-24,P001,A005,Reconnaissance,4.0,7576,Completed,Coastal reconnaissance operation
FL1155,2025-01-24,P014,A009,Training,1.7,3396,Completed,Weather-related training mission
FL1156,2025-01-24,P005,A008,Reconnaissance,3.4,6847,Completed,Coastal reconnaissance operation
FL1157,2025-01-24,P018,A017,Reconnaissance,3.8,7878,Completed,reconnaissance systems check completed
FL1158,2025-01-24,P019,A008,Patrol,2.5,5085,Completed,Advanced patrol training
FL1159,2025-01-24,P004,A013,Combat,4.5,8856,Completed,Routine combat mission
FL1160,2025-01-24,P012,A019,Reconnaissance,3.1,5629,Completed,Standard reconnaissance procedures
FL1161,2025-01-25,P014,A009,Combat,4.6,9432,Completed,combat systems check completed
FL1162,2025-01-25,P003,A012,Training,2.2,4088,Completed,Successful training operation
FL1163,2025-01-25,P004,A009,Training,1.6,3168,Cancelled,Successful training operation
FL1164,2025-01-25,P005,A001,Combat,4.5,8136,Completed,Standard combat procedures
FL1165,2025-01-25,P014,A007,Patrol,2.6,5100,Completed,Routine patrol mission
FL1166,2025-01-25,P002,A007,Combat,4.7,9708,Completed,Successful combat operation
FL1167,2025-01-25,P020,A007,Combat,4.9,9167,Cancelled,Successful combat operation
FL1168,2025-01-25,P020,A002,Patrol,4.0,7531,Completed,Successful patrol operation
FL1169,2025-01-25,P011,A013,Reconnaissance,4.3,8773,Completed,Night reconnaissance mission
FL1170,2025-01-25,P017,A007,Training,2.2,4156,Completed,Joint force training exercise
FL1171,2025-01-26,P002,A004,Combat,3.9,7483,Completed,Joint force combat exercise
FL1172,2025-01-26,P020,A012,Reconnaissance,3.3,6318,Completed,Routine reconnaissance mission
FL1173,2025-01-26,P004,A009,Transport,3.5,7038,Completed,Successful transport operation
FL1174,2025-01-26,P020,A013,Training,1.6,3045,Completed,Coastal training operation
FL1175,2025-01-26,P001,A012,Transport,2.1,3933,Cancelled,Emergency transport training
FL1176,2025-01-26,P010,A010,Combat,4.5,9320,Completed,Successful combat operation
FL1177,2025-01-26,P017,A018,Training,1.8,3444,Completed,Emergency training training
FL1178,2025-01-26,P001,A010,Combat,4.1,7684,Completed,Emergency combat training
FL1179,2025-01-26,P007,A004,Training,2.2,4074,Completed,Advanced training training
FL1180,2025-01-26,P020,A012,Reconnaissance,2.8,5545,Completed,Emergency reconnaissance training
FL1181,2025-01-27,P019,A007,Combat,4.3,8125,Completed,Successful combat operation
FL1182,2025-01-27,P009,A016,Patrol,2.9,5802,Completed,Night patrol mission
FL1183,2025-01-27,P009,A014,Training,1.6,3149,Completed,Night training mission
FL1184,2025-01-27,P002,A019,Transport,2.3,4730,Completed,Coastal transport operation
FL1185,2025-01-27,P010,A013,Reconnaissance,3.8,7737,Completed,Coastal reconnaissance operation
FL1186,2025-01-27,P013,A003,Combat,4.7,9709,Completed,Emergency combat training
FL1187,2025-01-27,P014,A006,Patrol,3.1,6245,Completed,Emergency patrol training
FL1188,2025-01-27,P012,A016,Reconnaissance,3.9,7049,Completed,Routine reconnaissance mission
FL1189,2025-01-27,P017,A016,Training,1.5,3003,Completed,Coastal training operation
FL1190,2025-01-27,P015,A011,Transport,3.4,6333,Completed,Coastal transport operation
FL1191,2025-01-28,P017,A018,Reconnaissance,4.2,7848,Completed,Emergency reconnaissance training
FL1192,2025-01-28,P018,A020,Combat,4.5,8420,Completed,Weather-related combat mission
FL1193,2025-01-28,P010,A011,Combat,4.7,8993,Completed,Successful combat operation
FL1194,2025-01-28,P018,A013,Combat,4.4,8262,Completed,Coastal combat operation
FL1195,2025-01-28,P014,A002,Patrol,2.9,5543,Completed,Night patrol mission
FL1196,2025-01-28,P002,A003,Reconnaissance,4.2,8465,Completed,Joint force reconnaissance exercise
FL1197,2025-01-28,P013,A016,Reconnaissance,3.6,6905,Completed,Successful reconnaissance operation
FL1198,2025-01-28,P016,A004,Reconnaissance,3.9,8013,Completed,Joint force reconnaissance exercise
FL1199,2025-01-28,P018,A016,Patrol,3.1,5980,Completed,Advanced patrol training
FL1200,2025-01-28,P017,A014,Training,1.8,3579,Completed,Night training mission
FL1201,2025-01-29,P009,A001,Patrol,3.0,5732,Completed,patrol systems check completed
FL1202,2025-01-29,P012,A011,Training,2.0,3621,Completed,Standard training procedures
FL1203,2025-01-29,P006,A014,Patrol,3.8,6907,Completed,Routine patrol mission
FL1204,2025-01-29,P004,A003,Combat,3.9,7532,Cancelled,Routine combat mission
FL1205,2025-01-29,P020,A002,Patrol,3.0,5967,Completed,Weather-related patrol mission
FL1206,2025-01-29,P007,A015,Patrol,3.6,7476,Completed,patrol systems check completed
FL1207,2025-01-29,P008,A009,Combat,4.6,8739,Completed,Advanced combat training
FL1208,2025-01-29,P016,A017,Combat,4.6,9399,Completed,Routine combat mission
FL1209,2025-01-29,P011,A005,Patrol,3.9,7061,Cancelled,Joint force patrol exercise
FL1210,2025-01-29,P014,A010,Transport,2.9,5373,Completed,Standard transport procedures
FL1211,2025-01-30,P015,A020,Training,2.6,5413,Completed,Successful training operation
FL1212,2025-01-30,P012,A003,Training,1.9,3942,Cancelled,Joint force training exercise
FL1213,2025-01-30,P012,A017,Training,2.0,3608,Completed,Night training mission
FL1214,2025-01-30,P009,A016,Transport,3.3,6321,Completed,Night transport mission
FL1215,2025-01-30,P008,A014,Reconnaissance,3.7,7396,Completed,Joint force reconnaissance exercise
FL1216,2025-01-30,P015,A003,Reconnaissance,3.8,6949,Cancelled,Successful reconnaissance operation
FL1217,2025-01-30,P020,A011,Combat,3.6,6810,Completed,Coastal combat operation
FL1218,2025-01-30,P001,A003,Transport,2.3,4699,Completed,Routine transport mission
FL1219,2025-01-30,P015,A018,Combat,4.3,8022,Cancelled,Emergency combat training
FL1220,2025-01-30,P008,A009,Combat,3.6,6882,Completed,Advanced combat training
FL1221,2025-01-31,P013,A011,Reconnaissance,3.8,7453,Completed,Coastal reconnaissance operation
FL1222,2025-01-31,P008,A001,Transport,2.8,5355,Completed,Standard transport procedures
FL1223,2025-01-31,P009,A012,Transport,3.5,7324,Cancelled,Successful transport operation
FL1224,2025-01-31,P001,A001,Reconnaissance,4.0,8161,Completed,Advanced reconnaissance training
FL1225,2025-01-31,P006,A003,Training,2.8,5270,Completed,Joint force training exercise
FL1226,2025-01-31,P011,A019,Reconnaissance,4.0,8062,Completed,Coastal reconnaissance operation
FL1227,2025-01-31,P016,A003,Training,2.0,3910,Completed,Successful training operation
FL1228,2025-01-31,P006,A009,Transport,2.1,3790,Cancelled,Weather-related transport mission
FL1229,2025-01-31,P007,A006,Training,2.5,4966,Completed,training systems check completed
FL1230,2025-01-31,P009,A014,Training,2.1,4137,Completed,Advanced training training
FL1231,2025-02-01,P007,A006,Reconnaissance,3.1,5905,Completed,Advanced reconnaissance training
FL1232,2025-02-01,P018,A019,Transport,2.1,3929,Completed,Night transport mission
FL1233,2025-02-01,P003,A001,Combat,4.3,8535,Completed,Emergency combat training
FL1234,2025-02-01,P015,A006,Combat,4.2,7576,Completed,Night combat mission
FL1235,2025-02-01,P011,A002,Combat,3.8,7340,Completed,Emergency combat training
FL1236,2025-02-01,P016,A016,Patrol,3.1,6361,Completed,Joint force patrol exercise
FL1237,2025-02-01,P012,A010,Training,1.6,3051,Completed,training systems check completed
FL1238,2025-02-01,P017,A020,Patrol,3.6,6756,Completed,Standard patrol procedures
FL1239,2025-02-01,P005,A017,Combat,3.6,7434,Completed,Routine combat mission
FL1240,2025-02-01,P013,A006,Training,1.9,3484,Completed,Joint force training exercise
FL1241,2025-02-02,P012,A009,Training,1.8,3715,Completed,Standard training procedures
FL1242,2025-02-02,P019,A006,Combat,4.1,7605,Completed,Night combat mission
FL1243,2025-02-02,P004,A013,Combat,4.9,9809,Cancelled,Successful combat operation
FL1244,2025-02-02,P011,A008,Patrol,2.6,4851,Completed,Emergency patrol training
FL1245,2025-02-02,P014,A014,Combat,4.4,8497,Cancelled,Emergency combat training
FL1246,2025-02-02,P020,A002,Transport,3.4,7091,Completed,Emergency transport training
FL1247,2025-02-02,P014,A017,Reconnaissance,4.2,7997,Completed,Advanced reconnaissance training
FL1248,2025-02-02,P012,A011,Patrol,3.0,6213,Completed,patrol systems check completed
FL1249,2025-02-02,P017,A017,Reconnaissance,4.2,7646,Completed,Routine reconnaissance mission
FL1250,2025-02-02,P002,A012,Training,1.6,2892,Cancelled,Successful training operation
FL1251,2025-02-03,P011,A008,Training,2.5,5114,Completed,Joint force training exercise
FL1252,2025-02-03,P009,A005,Transport,2.6,5301,Cancelled,Coastal transport operation
FL1253,2025-02-03,P011,A020,Transport,2.2,4444,Completed,Advanced transport training
FL1254,2025-02-03,P011,A002,Patrol,3.6,6667,Completed,Night patrol mission
FL1255,2025-02-03,P005,A002,Patrol,3.6,7020,Completed,Standard patrol procedures
FL1256,2025-02-03,P018,A009,Training,2.0,3634,Completed,Weather-related training mission
FL1257,2025-02-03,P002,A011,Training,2.0,3826,Completed,Standard training procedures
FL1258,2025-02-03,P016,A019,Reconnaissance,3.1,5804,Completed,Successful reconnaissance operation
FL1259,2025-02-03,P006,A006,Transport,2.9,5940,Completed,transport systems check completed
FL1260,2025-02-03,P015,A006,Combat,4.3,7973,Completed,Advanced combat training
FL1261,2025-02-04,P010,A004,Reconnaissance,3.7,7676,Cancelled,Successful reconnaissance operation
FL1262,2025-02-04,P020,A008,Reconnaissance,3.1,5990,Completed,reconnaissance systems check completed
FL1263,2025-02-04,P003,A003,Combat,3.7,7123,Cancelled,Weather-related combat mission
FL1264,2025-02-04,P008,A015,Reconnaissance,2.9,5821,Completed,Weather-related reconnaissance mission
FL1265,2025-02-04,P018,A002,Combat,4.3,8349,Cancelled,Emergency combat training
FL1266,2025-02-04,P010,A007,Transport,2.3,4246,Completed,Night transport mission
FL1267,2025-02-04,P013,A016,Transport,3.2,6712,Completed,Coastal transport operation
FL1268,2025-02-04,P003,A013,Combat,3.6,6558,Completed,Coastal combat operation
FL1269,2025-02-04,P003,A008,Reconnaissance,3.4,6969,Completed,reconnaissance systems check completed
FL1270,2025-02-04,P013,A009,Reconnaissance,4.1,7605,Completed,Coastal reconnaissance operation
FL1271,2025-02-05,P005,A015,Training,2.2,4496,Completed,Routine training mission
FL1272,2025-02-05,P017,A007,Combat,4.4,8105,Completed,Routine combat mission
FL1273,2025-02-05,P019,A015,Transport,2.1,4057,Cancelled,Coastal transport operation
FL1274,2025-02-05,P003,A014,Patrol,2.7,5218,Completed,Standard patrol procedures
FL1275,2025-02-05,P002,A011,Patrol,3.2,6363,Completed,Emergency patrol training
FL1276,2025-02-05,P006,A003,Transport,2.5,4691,Completed,Emergency transport training
FL1277,2025-02-05,P019,A007,Transport,3.3,6375,Completed,transport systems check completed
FL1278,2025-02-05,P013,A010,Reconnaissance,2.8,5739,Completed,reconnaissance systems check completed
FL1279,2025-02-05,P017,A005,Patrol,3.2,5813,Completed,Weather-related patrol mission
FL1280,2025-02-05,P019,A013,Combat,4.1,8576,Completed,Joint force combat exercise
FL1281,2025-02-06,P006,A013,Transport,2.2,4263,Cancelled,Night transport mission
FL1282,2025-02-06,P020,A007,Transport,2.5,4579,Completed,transport systems check completed
FL1283,2025-02-06,P010,A017,Transport,2.3,4165,Completed,transport systems check completed
FL1284,2025-02-06,P002,A014,Reconnaissance,3.8,6902,Completed,Standard reconnaissance procedures
FL1285,2025-02-06,P014,A009,Patrol,3.5,7234,Completed,Coastal patrol operation
FL1286,2025-02-06,P019,A005,Combat,4.1,8086,Completed,Joint force combat exercise
